SNO	Code	Name	Description
78548	Barbarian_Frenzy	狂乱	{c_gold}生成：{/c_gold} {c_green}{Resource Gained On First Hit}{/c_green} 点怒气<br><br>进入狂暴状态，每次击中都能以更快的速度攻击敌人。
97435	Barbarian_FuriousCharge	狂暴冲撞	{c_gold}消耗：{/c_gold} {c_green}1{/c_green} 层<br>{c_gold}生成：{/c_gold} {c_green}{Resource Gained On First Hit}{/c_green} 点怒气<br><br>对位于你前进路线上的所有敌人发起冲锋，并将其击退。<br><br>{c_yellow}你每 {c_green}{Script Formula 3}{/c_green} 秒可获得一层效果，最多可同时储存 {c_green}{Script Formula 7}{/c_green} 层效果。{/c_yellow}
79446	Barbarian_GroundStomp	大地践踏	{c_gold}生成：{/c_gold} {c_green}{Resource Gained On First Hit}{/c_green} 点怒气<br>{c_gold}冷却时间：{/c_gold} {c_green}{Script Formula 8}{/c_green} 秒<br><br>践踏大地并使身边的敌人昏迷，持续 {c_green}{Script Formula 1}{/c_green} 秒。
30080	Barbarian_GroundStompEffect		
80028	Barbarian_HammerOfTheAncients	先祖之锤	{c_gold}消耗：{/c_gold} {c_green}{Resource Cost}{/c_green} 点怒气<br><br>召唤出一把神秘之锤，猛击一大群敌人。
79528	Barbarian_IgnorePain	无视苦痛	{c_gold}冷却时间：{/c_gold} {c_green}{Script Formula 15}{/c_green} 秒<br><br>你的怒火使你在 {c_green}{Script Formula 12}{/c_green} 秒内免受大部分伤害。
93409	Barbarian_Leap	跳斩	{c_gold}生成：{/c} {c_green}{Resource Gained On First Hit}{/c} 点怒气<br>{c_gold}冷却时间：{/c}{c_green}{Cooldown Time}{/c} 秒<br><br>朝敌人跃去，并对其发起攻击。
30097	Barbarian_Leap_OLD	腾空斩	野蛮人大力跃起，着地时对附近的所有敌人造成 {physical damage min} 点伤害。腾空斩所造成的伤害取决于力量。<br><br>消耗 {resource cost} 点怒气
159169	Barbarian_Overpower	压制	{c_gold}冷却时间：{/c_gold}每层蓄能 {c_green}[{Script Formula 27}]{/c_green} 秒<br><br>对附近的敌人发起毁灭性攻击。最多 {c_green}[{Script Formula 29}]{/c_green} 层蓄能。 <br><br>{c_yellow}暴击有一定几率减少充能时间。{/c_yellow}
368239	Barbarian_Overpower_CowKing	压制	{c_gold}冷却时间：{/c_gold} {c_green}[{Script Formula 27}]{/c_green} 秒<br><br>对 {c_green}{Script Formula 7}{/c_green} 码内的所有目标造成 {c_green}[{Script Formula 6}*100]%{/c_green} 的武器伤害。 <br><br>{c_yellow}暴击时有一定几率使压制的冷却时间缩短 {c_green}{Script Formula 0}{/c_green} 秒。{/c_yellow}
205228	Barbarian_Passive_Animosity	杀意骤起	“尽管在大多数情况下，我们受训平复灵魂的波澜，但亚瑞特的守护者们却勇于拥抱来自内心的疾风骤雨。”——编年史家阿拉沃克
205187	Barbarian_Passive_BerserkerRage	狂战盛怒	“你不会想要看到我发怒的样子。” ——狂战班纳
205217	Barbarian_Passive_Bloodthirst	嗜血	“同情即是软弱。当敌人跪地求饶时仍能乘胜追击，才是王者的登极之道。”——征服者海拉伯德
204603	Barbarian_Passive_BoonOfBulKathos	布尔凯索的庇佑	不朽之王会帮助那些受之无愧的人。
205133	Barbarian_Passive_Brawler	好斗勇者	“双刀在手，所向披靡！”——剑圣卡尔尼
205546	Barbarian_Passive_InspiringPresence	振奋军心	“敌人从裂隙汹涌而出，直到战斗大师卡尔加用战旗一下子钉死了三只恶魔，在高高的城垛上发出一声振奋战呼，把恶魔的尸体扔到下方的乱军之中。”——无星之夜战斗纪实
205707	Barbarian_Passive_Juggernaut	势不可挡	“我对你发誓，我们把无数支箭矢射到了他身上，他却仍然屹立不倒。这就是所谓的野蛮人——这些来自北方的疯子，没什么能阻止他们。”——巴斯廷要塞守兵
217819	Barbarian_Passive_NervesOfSteel	钢铁神经	“他们从孩提时期就要经受高强度的训练，征服凶猛残暴的野兽，攀爬暴风肆虐的峭壁，携带连南方战士都能压垮的重型武器。难怪他们从来都不知道什么叫畏缩！”——敦克雷的艾瑞克长官语录
204725	Barbarian_Passive_NoEscape	无路可逃	“想逃就逃吧，可你只会落得个累死的下场。”——暴徒欧龙
205205	Barbarian_Passive_PoundOfFlesh	血肉铸就	“天降甘霖使庄稼更加茁壮，敌洒热血令我们愈发势不可当。”——丰收颂歌
205398	Barbarian_Passive_Relentless	坚韧	不论在何种情况下，某些战士就是拒绝倒下。
205175	Barbarian_Passive_Ruthless	残酷	每个部族都会在自己的战士身上绘饰独具特色的图案。有些赞美高山，有些崇尚烈焰，但塔戈斯部族却偏爱纯粹的苦痛之殇。
205491	Barbarian_Passive_Superstition	力量信仰	“西方的巫术只给我们带来了荒芜。是力量筑起了这些高墙，现在力量将守卫它们。”——格鲁查克·锤手
205848	Barbarian_Passive_ToughAsNails	坚如钢钉	过不了多久，伤疤就会化为厚厚的一层盔甲。
205300	Barbarian_Passive_Unforgiving	世仇未报	“他仿佛突然感受到众先祖身上每一道伤口的痛楚，并随即痛下决心要为他们所有人复仇。”——编年史家阿拉沃克
206147	Barbarian_Passive_WeaponsMaster	武器大师	“我们的人在丛林中伏击了那位旅行者，但大吃一惊的却是我们自己。如此敏锐的感知力、迅捷的移动力、无懈可击的战斗力。我们就连一点儿机会都没有。”——红衣大盗
70472	Barbarian_Rend	痛割	{c_gold}消耗：{/c_gold} {c_green}{Resource Cost}{/c_green} 点怒气<br><br>伤害附近所有敌人，并使其在 {c_green}{Script Formula 15}{/c_green} 秒内血流不止。
109342	Barbarian_Revenge	复仇	{c_gold}消耗：{/c_gold}{c_green}1{/c_green} 次复仇<br><br>发起强有力的反击，每击中一名敌人即可使你恢复生命值。<br><br>{c_yellow}每次被敌人击中时，有几率获得一次复仇。最多可叠加 {c_green}{Script Formula 19}{/c_green} 次。{/c_yellow}
109344	Barbarian_Revenge_Buff	复仇增益效果	当被敌人击中时，复仇有 [{revenge proc chance on get hit} * 100]% 的几率变为可用状态。<br><br>猛击大地，对附近所有敌人造成 [powertag.barbarian_revenge."base damage scalar" * 100]% 的武器伤害。每当你击中一名敌人即可恢复自身生命值上限的 [powertag.barbarian_revenge."revenge health percent per hit"*100]% 。
86989	Barbarian_SeismicSlam	裂地斩	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 16}{/c_green} 点怒气<br><br>形成震荡波，对被其冲击到的敌人造成伤害。
78551	Barbarian_Sprint	疾奔	{c_gold}消耗：{/c_gold} {c_green}{Resource Cost}{/c_green} 点怒气<br><br>飞快地奔跑，持续 {c_green}{Script Formula 3}{/c_green} 秒。
79077	Barbarian_ThreateningShout	威吓呐喊	{c_gold}生成：{/c_gold} {c_green}{Script Formula 13}{/c_green} 点怒气<br>{c_gold}冷却时间：{/c_gold} {c_green}{Cooldown Time}{/c_green} 秒<br><br>激起敌人内心的恐惧，降低其所造成的伤害。
96296	Barbarian_Whirlwind	旋风斩	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 14}{/c_green} 点怒气<br><br>打出一连串回旋击，对位于你前进路线上的所有目标造成伤害。
442221	Barbarian_Whirlwind_DustDevils_Passability		
79607	Barbarian_WrathOfTheBerserker	狂暴者之怒	{c_gold}冷却时间：{/c_gold} {c_green}[{Script Formula 7}]{/c_green} 秒<br><br>变成盛怒的化身，持续 {c_green}{Script Formula 6}{/c_green} 秒。
30145	BareHandedPassive		
1736	Barrel_Explode_Instant		
109289	Beast_Weapon_Melee_Instant	近战攻击	这是你近距离战斗时所使用的技能。
30147	BeastCharge		
67753	Belial_Ground_Pound		
95856	Belial_LightningBreath	瓦解射线	发出一股纯净的能量光束，每秒造成 [{arcane damage min} / {disintegrate time between updates}]点奥术伤害。每当光束穿过一个目标，伤害即调整至 [({disintegrate beam strength reduction per target})* 100]% 。<br><br>每秒消耗 {c_green}[{resource cost} / {disintegrate time between updates}]{/c_green} 点奥能。
241757	Belial_LightningStrike_Enrage	彼列闪电攻击激怒	
96212	Belial_LightningStrike_v2	瓦解射线	
96712	Belial_Melee		
156429	Belial_Melee_Reach		
95811	Belial_Phase3Buff	彼列第三阶段增益效果	
63079	Belial_Ranged_Attack	彼列远程攻击	
98565	Belial_Sprint		
105312	Belial_Sprint_Away		
259123	BelialArmProxy		
149875	BigRed_Charge		
150552	BigRed_FireBreath	红色烈焰吐息	这是你近距离战斗时所使用的技能。
355392	BlockChance_10		
131193	BodyGuard_Teleport		
433233	Bone_Turret_MortarCast		
446530	BountyGroundsBurrowOut		
72675	Brickhouse_ArmShields		
180875	Brickhouse_DestructionSetup		
72713	Brickhouse_Enrage		
72812	Brickhouse_Slam		
255336	BugWingsBuff		
30156	BurrowIn		
194582	BurrowInHidden		
69949	BurrowInSetup		
327086	BurrowInSetup2HSwing		
346610	BurrowInSetupHidden		
327088	BurrowInSetupStaff		
30157	BurrowOut		
75226	BurrowOut_NoFacing		
194596	BurrowOutSetup		
30158	BurrowStartBuff		
86627	Butcher_DamagingFire		伤害性火焰
96925	Butcher_FloorPanelFire	地板火焰	
85001	Butcher_Frenzy		
364220	Butcher_Frenzy_Custom_LR_Boss		
83008	Butcher_GrapplingHook		
209203	Butcher_OnDeath		
85152	Butcher_Slam		
30160	Butcher_Smash		
198671	Butcher_Spears	屠夫之矛	掷出一根矛枪，最远攻击范围可达 {c_green}{script formula 2}{/c_green} 码，将一名敌人拽至野蛮人身边，使其移动速度降低，并对其造成 {c_green}[{script formula 0}*100]%{/c_green} 的武器伤害。<br><br>生成：{c_green}{script formula 12}{/c_green} 点怒气<br>冷却时间：{c_green}{cooldown time}{/c_green} 秒
109153	Butcher_Target_Ranged		
102449	Cain_Intro_Swing	近战攻击	这是你近距离战斗时所使用的技能。
156211	Caldeum_PoisonLaser		
91155	CalldownGrenade	发动弹射打击	告知观测员吉米在何处进行弹射打击。
134225	Callout_Cooldown		
151595	Camera_Focus_Buff		
151604	Camera_Focus_Pet_Buff		
225599	CannotDieDuringBuff		
396376	caOut_BoneYards_Collapsing_Bones_Damage	trdun_cath_wallcollapse_damage	
102874	caOut_Oasis_Attack_Plant_attack		
108036	CatapultAttack	手雷	掷出三枚手雷，爆炸造成 {script formula 0} - [{script formula 0} + {script formula 1}] 点伤害。
30166	ChampionClone		
30167	ChampionTeleport		
442438	CleanupSummons_OnDeath		
208706	CollectorsEditionBuff	典藏版增益	
370781	Community_Event_Buff_EXPMF		
275399	CompanionBuff		
300082	Console_PowerGlobe	能量球	[ph]You are empowered
409455	Consumable_Potion_Buffs		
30176	Cooldown		
91052	CopiedVisualEffectsBuff		
134816	CoreElite_DropPod	空投舱碰撞	
136455	CoreElite_DropPod_Begin	空投舱警告	
134815	CoreElitePodSetUp		
30178	CorpulentExplode		
122978	CorruptAngel_SpectralStrike		
428398	Cosmetic_SpectralHound_Buff		
72366	CreepMob_Creeper_Attack		
71646	CreepMob_Knockback		
376935	CreepMob_Knockback_LR		
71688	CreepMob_Ranged_Arm_Attack		
30180	CritDebuffCold		
1738	CryptChildEat		
30185	CryptChildLeapOut		
30186	CryptChildLeapOutBuff		
86152	DamageAttribute		
228423	DebuffBleed	流血	
103216	DebuffBlind		
311910	DebuffCharmed		
30195	DebuffChilled		
101002	DebuffFeared		
312061	DebuffFireDamageProc	燃烧	
312799	DebuffForceGripped		
312062	DebuffPoisonDamageProc	中毒	
101003	DebuffRooted		
100971	DebuffSlowed		
101000	DebuffStunned		
346635	DeleteSelfAnim		
132940	demonFlyer_dropBomb		
155188	DemonFlyer_FireBreath	红色烈焰吐息	这是你近距离战斗时所使用的技能。
130798	DemonFlyer_Projectile		
121326	demonFlyer_snatch	地狱天鬼	
77552	DemonHunter_Bolas	流星索	{c_gold}生成：{/c} {c_green}{Script Formula 15}{/c} 点憎恨值<br><br>射出一发流星索缠住敌人并产生爆炸。
129216	DemonHunter_Caltrops	铁蒺藜	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 8}{/c_green} 点戒律值<br><br>布下一个陷阱，使敌人减速。
129213	DemonHunter_Chakram	飞轮刃	{c_gold}消耗：{/c} {c_green}{Resource Cost}{/c} 点憎恨值<br><br>放出一把旋转的死亡之刃，穿透敌人。
129214	DemonHunter_ClusterArrow	集束箭	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 3}{/c_green} 点憎恨值<br><br>射出集束箭，击中后可碎裂成为多发手雷。
131325	DemonHunter_ElementalArrow	元素箭	{c_gold}消耗：{/c_gold} {c_green}{Resource Cost}{/c_green} 点憎恨值<br><br>射出一支可穿透敌人的烈焰箭矢。
134280	DemonHunter_EvasiveFire_Flip	闪避射击	灵活地翻滚 {c_green}{Script Formula 0} 码{/c_green}。<br><br>消耗：{c_green}{Resource Cost}{/c_green} 点法力值
77546	DemonHunter_FanOfKnives	刀扇	{c_gold}冷却时间：{/c_gold} {c_green}{Script Formula 26}{/c_green} 秒<br><br>掷出多把飞刀，攻击附近所有敌人并使其减速。
86610	DemonHunter_Grenades	手雷	{c_gold}生成：{/c} {c_green}{Script Formula 19}{/c} 点憎恨值<br><br>投掷一枚可弹跳并爆破的手雷。
129215	DemonHunter_HungeringArrow	追踪箭	{c_gold}生成：{/c} {c_green}{Script Formula 20}{/c} 点憎恨值<br><br>射出一发穿刺箭矢，可追踪额外的敌人。
131366	DemonHunter_Impale	暗影飞刀	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 3}{/c_green} 点憎恨值<br><br>掷出一把飞刀，刺穿敌人。
130738	DemonHunter_MarkedForDeath	死亡印记	{c_gold}消耗：{/c_gold} {c_green}{Resource Cost}{/c_green} 点戒律值<br><br>标记一名敌人，使其从攻击中受到额外伤害。
77649	DemonHunter_Multishot	多重射击	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 13}{/c_green} 点憎恨值<br><br>沿弧形散射大量箭矢。
209734	DemonHunter_Passive_Archery	箭术高超	“感觉一下手中战弩的重量。现在感受……风，距离，目标的速度。很好。接下来，汇聚眼中的赤焰，拿封喉之距外的恶魔练练手吧。”——猎魔元老格雷斯卡尔
155723	DemonHunter_Passive_Ballistics	弹道学	“我怎么知道是谁最先发明的这种装置？只需用正确的一端对准敌人，一切都能自动搞定。”——猎魔元老格雷斯卡尔
210801	DemonHunter_Passive_Brooding	愈体	永远不要忘记你来自哪里。
155721	DemonHunter_Passive_CullTheWeak	恃强凌弱	“你对我无助的家人有多仁慈，我就会对你多仁慈。”——泰拉·羽翼
208610	DemonHunter_Passive_CustomEngineering	兵器专家	大多数手持战弩和陷阱所采用的自动装填功能既复杂又难以掌握。需要大量训练才能应用自如。
208779	DemonHunter_Passive_Grenadier	掷弹兵	“切勿在烛光或火光附近装配此类装置。装配完成后，在数到三之前退到十步之外。”——药剂师匡的详细说明
155725	DemonHunter_Passive_HotPursuit	热力追击	“别想把我引到地狱里去，渣滓。我能用更快地速度送你回去。”——泰拉·羽翼
218350	DemonHunter_Passive_NightStalker	暗夜追踪者	“我是怎么学会仇恨和杀戮，怎么学会面对猎物血肉分离而无动于衷？是你教我的。”——泰拉·羽翼对食罪者纳拉说的最后一句话
218398	DemonHunter_Passive_NumbingTraps	麻痹陷阱	“恶魔的身体构造是诡异而多样的。它们有时毫无理智，可有时却又像我们一样脆弱。”——对敌冥想心得
155722	DemonHunter_Passive_Perfectionist	完美主义者	一旦陷阱被触发，你必须毫不留情地干掉所有敌人。犹豫会给你带来灾难。
155715	DemonHunter_Passive_Sharpshooter	百步穿杨	“万物皆有命门。找到它，然后一箭射穿。”——猎魔元老格雷斯卡尔
164363	DemonHunter_Passive_SteadyAim	稳固瞄准	“想逃就逃吧，魔鬼。我箭袋里随便哪支箭都能轻易追上你。”——泰拉·羽翼
218385	DemonHunter_Passive_TacticalAdvantage	战术优势	谢绝公平战斗。
211225	DemonHunter_Passive_ThrillOfTheHunt	追猎快感	“头三个还没落地就已经死了。剩下的可就没那么幸运。”——拉姆福德队长
155714	DemonHunter_Passive_Vengeance	血腥复仇	“只要敌人流血，你就能把他消灭。慢慢地消灭他。”——猎魔元老格雷斯卡尔
129212	DemonHunter_Preparation	蓄势待发	{c_gold}冷却时间：{/c_gold} {c_green}{Script Formula 3}{/c_green} 秒<br><br>集中精神，立刻恢复 {c_green}{Script Formula 8}{/c_green} 点戒律值。
324845	DemonHunter_Preparation_Passive	蓄势待发	{c_gold}冷却时间：{/c_gold} {c_green}{Script Formula 3}{/c_green} 秒<br><br>立即恢复 {c_green}{Script Formula 8}{/c_green} 点戒律值。
130831	DemonHunter_RainOfVengeance	复仇之雨	{c_gold}冷却时间：{/c_gold} {c_green}{Cooldown Time}{/c_green} 秒<br><br>箭矢如雨点般从天砸落。
131192	DemonHunter_RapidFire	急速射击	{c_gold}消耗：{/c_gold}初始消耗 {c_green}{Script Formula 4}{/c_green} 点憎恨值，引导时再消耗额外 {c_green}[{Script Formula 17}]{/c_green} 点憎恨值。<br><br>坚守阵地，持续射出一连串箭矢。
129217	DemonHunter_Sentry	箭塔	{c_gold}消耗：{/c_gold} {c_green}{Resource Cost}{/c_green} 点憎恨值<br><br>召唤一座箭塔，自动朝附近敌人开火。<br><br>{c_yellow}你每 {c_green}{Script Formula 23}{/c_green} 秒可获得一层效果，最多可同时储存 {c_green}{Script Formula 22}{/c_green} 层效果。{/c_yellow}
129661	DemonHunter_Sentry_TurretAttack	箭塔攻击	
130830	DemonHunter_ShadowPower	暗影之力	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 6}{/c_green} 点戒律值<br><br>在对敌人造成伤害的同时恢复生命值，持续 {c_green}[{Script Formula 0}]{/c_green} 秒。
130695	DemonHunter_SmokeScreen	烟雾弹	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 13}{/c_green} 点戒律值<br>{c_gold}冷却时间：{/c_gold} {c_green}[{Script Formula 9}|1|]{/c_green} 秒<br><br>在短时间内消失不见。<br><br>{c_yellow}该技能在效果结束前不会触发冷却时间。{/c_yellow}
75301	DemonHunter_SpikeTrap	尖刺陷阱	{c_gold}消耗：{/c_gold} {c_green}{Resource Cost}{/c_green} 点憎恨值<br><br>布下一个致命陷阱，消耗憎恨值时会将其引爆。
134030	DemonHunter_Strafe	扫射	{c_gold}消耗：{/c_gold} {c_green}[{Script Formula 16} + ({Script Formula 15} * {Script Formula 0})]{/c_green} 点憎恨值<br><br>在移动的同时，朝附近敌人射击。
111215	DemonHunter_Vault	影轮翻	{c_gold}消耗：{/c_gold} {c_green}{Script Formula 5}{/c_green} 点戒律值<br><br>灵活地翻滚以避开攻击。
143198	DemonTrooperLeapOut		
30207	Dervish_Whirlwind		
256026	Dervish_Whirlwind_Mortar_Prototype		
152865	Despair_Melee_Cleave	绝望顺劈斩	
241778	Despair_Melee_CleaveEnrage		
150486	Despair_SummonMinion	绝望召唤仆从	
149911	Despair_Teleport	绝望传送	
209700	Despair_Teleport_Away	绝望传送	
152866	Despair_Volley	绝望齐射	
366277	Despair_Volley_LR_Boss	绝望齐射	
30208	DestructableObjectAOE		
30209	DestructableObjectChandelier_AOE		
358809	DestructableObjectChandelier_AOE_Hoist		
368174	DestructionStreak_Buff_Run_Speed		
133887	DH_Companion_ChargeAttack	战宠冲锋攻击	朝一个目标冲锋，造成 [{script formula 0}*100]% 的武器伤害，并使其昏迷 {script formula 4} 秒。
227240	DH_Companion_MeleeAttack	战宠攻击	朝一个目标冲锋，造成 [{Script Formula 0}*100]% 的武器伤害，并使其昏迷 {Script Formula 4} 秒。
150075	DH_rainofArrows_shadowBeast_bombDrop		
195816	Diablo_Charge	暗影消散	
136189	Diablo_ClawRip	爪撕	
375905	Diablo_ClawRip_Uber	爪撕	
161174	Diablo_CorruptionShield	爪撕	
136828	Diablo_CurseOfAnguish	痛苦诅咒	
136831	Diablo_CurseOfDestruction	毁灭诅咒	
136830	Diablo_CurseOfHate	憎恨诅咒	
136829	Diablo_CurseOfPain	剧痛诅咒	
185997	Diablo_ExpandingFireRing	扩大烈焰之环	
375908	Diablo_ExpandingFireRing_Uber	扩大烈焰之环	
214831	Diablo_FireMeteor	迪亚波罗召唤陨石	掷出三枚手雷，爆炸造成 {script formula 0} - [{script formula 0} + {script formula 1}]点伤害。
214668	Diablo_GetHit		
136226	Diablo_HellSpikes	地狱尖刺	
136219	Diablo_LightningBreath	闪电吐息	
428985	Diablo_LightningBreath_LR_TerrorDemon	闪电吐息	
